original_text,name,name_confidence,amount,amount_text,unit,amount_confidence,preparation,preparation_confidence,recipe_title,recipe_category,likely_sub_category_1,likely_sub_category_1_score,main_category_1,likely_sub_category_2,likely_sub_category_2_score,main_category_2,likely_sub_category_3,likely_sub_category_3_score,main_category_3
"2 cloves TJ’s Garlic, chopped",Garlic,0.990203,2.0,2 cloves,cloves,0.993883,chopped,0.999443,Farro With Chicken Sausage & Apples,Dinner & Lunch,Fresh,0.2446934133768081,Unknown,Spices,0.1264908462762832,For the Pantry,Fresh Vegetables,0.0778389796614646,Unknown
"1/3 cup TJ’s Roasted & Unsalted Peanuts, chopped",Roasted & Unsalted Peanuts,0.990214,0.3333333333333333,1/3 cups,cup,0.999955,chopped,0.999555,Caramel Apple Nachos,Desserts,"Nuts, Dried Fruits, Seeds",0.1705060601234436,Snacks & Sweets,Fresh,0.1550827473402023,Unknown,Chicken & Turkey,0.0709419474005699,"Meat, Seafood & Plant-based"
"4 tablespoons TJ’s Salted Butter, melted",Salted Butter,0.990682,4.0,4 tablespoons,tablespoon,0.99996,melted,0.998159,Maple Rosemary Butternut Squash with Walnuts,Appetizers & Sides,Refrigerated Dough,0.1399429440498352,Unknown,Fresh,0.0777328386902809,Unknown,Butter,0.0729279667139053,Dairy & Eggs
2 tablespoons chopped TJ’s Fresh Rosemary,Fresh Rosemary,0.966918,2.0,2 tablespoons,tablespoon,0.999814,chopped,0.973847,Maple Rosemary Butternut Squash with Walnuts,Appetizers & Sides,Fresh,0.6685523390769958,Unknown,Fresh Vegetables,0.0741270706057548,Unknown,Spices,0.0233474243432283,For the Pantry
"½ stick TJ’s Unsalted Butter Quarters, chopped into cubes",Unsalted Butter Quarters,0.997004,0.5,1/2 sticks,sticks,0.999721,chopped into cubes,0.999688,Mashed Sweet Potatoes with Brown Butter,Appetizers & Sides,Refrigerated Dough,0.2322035878896713,Unknown,Butter,0.0876800715923309,Dairy & Eggs,"Slices, Shreds, Crumbles",0.0583169236779212,Cheese
"1 package TJ’s Mashed Sweet Potatoes, prepared according to package instructions",Mashed Sweet Potatoes,0.998297,1.0,1 package,package,0.999751,prepared according to package instructions,0.992788,Mashed Sweet Potatoes with Brown Butter,Appetizers & Sides,Fresh Vegetables,0.2363797128200531,Unknown,Fresh,0.1251746416091919,Unknown,Sliced Bread,0.0681447833776474,Bakery
"½ cup Sweet and Spicy Pecans, chopped",Sweet and Spicy Pecans,0.763194,0.5,1/2 cups,cup,0.999947,chopped,0.999287,Mashed Sweet Potatoes with Brown Butter,Appetizers & Sides,"Nuts, Dried Fruits, Seeds",0.1822333484888076,Snacks & Sweets,Spices,0.091452918946743,For the Pantry,Fresh,0.0536219105124473,Unknown
½ cup diced TJ’s Red Onion,Red Onion,0.990179,0.5,1/2 cups,cup,0.999512,diced,0.973243,"Black Bean, Corn, & Cilantro Pasta Salad",Appetizers & Sides & Lunch,Fresh,0.1937725841999054,Unknown,Fresh Vegetables,0.0989869236946106,Unknown,Cool Desserts,0.0613526366651058,From The Freezer
"1 16-ounce bag TJ’s Farfalle Pasta, cooked according to package instructions, then rinse with cold water",Farfalle Pasta,0.997811,1.0,1 bag,bag,0.999726,"cooked according to package instructions, then rinse with cold water",0.998903,"Black Bean, Corn, & Cilantro Pasta Salad",Appetizers & Sides & Lunch,Cream and Creamy Cheeses,0.1140720918774604,Cheese,Pastas & Grains,0.0954530164599418,For the Pantry,"Slices, Shreds, Crumbles",0.0900331661105156,Cheese
"2 cans TJ’s Black Beans, drained and rinsed",Black Beans,0.998789,2.0,2 cans,cans,0.999667,drained and rinsed,0.999421,"Black Bean, Corn, & Cilantro Pasta Salad",Appetizers & Sides & Lunch,Fresh Vegetables,0.1664253771305084,Unknown,Fresh,0.1556540876626968,Unknown,Fresh Fruits,0.0961310118436813,Unknown
"1 bag TJ’s Organic Super Sweet Cut Corn, thawed from frozen",Organic Super Sweet Cut Corn,0.997057,1.0,1 bag,bag,0.999239,thawed from frozen,0.738202,"Black Bean, Corn, & Cilantro Pasta Salad",Appetizers & Sides & Lunch,Fresh,0.1789616197347641,Unknown,Smoked or Processed,0.0714081674814224,Unknown,Cream and Creamy Cheeses,0.0665147304534912,Cheese
"1 cup TJ’s Cotija Cheese, crumbled",Cotija Cheese,0.998831,1.0,1 cup,cup,0.999949,crumbled,0.998564,"Black Bean, Corn, & Cilantro Pasta Salad",Appetizers & Sides & Lunch,Cream and Creamy Cheeses,0.6541835069656372,Cheese,"Slices, Shreds, Crumbles",0.0484925471246242,Cheese,"Wedges, Wheels, Loaves, Logs",0.0408885739743709,Cheese
"3 tablespoons, plus 1/2 teaspoon TJ’s Avocado Oil, divided",Avocado Oil,0.958617,3.0,3 tablespoons,tablespoon,0.998775,divided,0.964956,Caramelized Onion Double Smash Burgers,Lunch & Dinner,Fresh Fruits,0.0818539634346962,Unknown,Cream and Creamy Cheeses,0.0818515643477439,Cheese,Fresh,0.0610312297940254,Unknown
"1 can TJ’s Black Beans, drained and rinsed",Black Beans,0.998133,1.0,1 can,can,0.999758,drained and rinsed,0.999421,Chicken Fajita Bowls,Lunch & Dinner,Fresh Vegetables,0.1664253771305084,Unknown,Fresh,0.1556540876626968,Unknown,Fresh Fruits,0.0961310118436813,Unknown
"1 stick TJ’s Unsalted Butter, melted",Unsalted Butter,0.997327,1.0,1 stick,stick,0.999026,melted,0.999267,Brooklyn Babka Ice Cream Pie,Desserts,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"1/2 bag TJ’s Double Chocolate Wafer Cookies, crushed, plus a few whole cookies to garnish",Double Chocolate Wafer Cookies,0.999317,0.5,1/2 bags,bag,0.999504,crushed,0.996988,Brooklyn Babka Ice Cream Pie,Desserts,Bakery,0.2209613770246505,Unknown,Refrigerated Dough,0.1260895133018493,Unknown,Candies & Cookies,0.1142670363187789,Snacks & Sweets
"4 slices TJ’s Uncured Apple Smoked Bacon, cooked then chopped into bite-sized pieces",Uncured Apple Smoked Bacon,0.999489,4.0,4 slices,slices,0.999765,cooked then chopped into bite-sized pieces,0.999806,Loaded Breakfast Buns,Breakfast,Smoked or Processed,0.5946135520935059,Unknown,Fresh,0.0587386600673198,Unknown,Refrigerated Dough,0.0292118117213249,Unknown
"1 tablespoon TJ’s Garlic, finely chopped",Garlic,0.998068,1.0,1 tablespoon,tablespoon,0.99995,finely chopped,0.999179,Lemon Garlic Cauliflower Rice,"Appetizers & Sides, Dinner & Lunch",Fresh,0.2446934133768081,Unknown,Spices,0.1264908462762832,For the Pantry,Fresh Vegetables,0.0778389796614646,Unknown
"2 tablespoon TJ’s Fresh Parsley, finely chopped",Fresh Parsley,0.99812,2.0,2 tablespoons,tablespoon,0.999956,finely chopped,0.9985,Lemon Garlic Cauliflower Rice,"Appetizers & Sides, Dinner & Lunch",Fresh,0.6747658252716064,Unknown,Fresh Vegetables,0.0954543948173523,Unknown,"Slices, Shreds, Crumbles",0.0418446734547615,Cheese
1/3 cup grated TJ’s Parmesan Cheese,Parmesan Cheese,0.99634,0.3333333333333333,1/3 cups,cup,0.99969,grated,0.994837,Lemon Garlic Cauliflower Rice,"Appetizers & Sides, Dinner & Lunch",Cream and Creamy Cheeses,0.8208189010620117,Cheese,"Slices, Shreds, Crumbles",0.0408367924392223,Cheese,"Wedges, Wheels, Loaves, Logs",0.0149743687361478,Cheese
"4 ears TJ’s Fresh Corn on the Cob, husks and silks removed",Fresh Corn on the Cob,0.982467,4.0,4 ears,ears,0.996915,husks and silks removed,0.997387,Elote,Appetizers & Sides,Fresh,0.2795995771884918,Unknown,Pastas & Grains,0.122274100780487,For the Pantry,Fresh Vegetables,0.049083162099123,Unknown
1/3 cup crumbled Cotija Cheese,Cotija Cheese,0.995074,0.3333333333333333,1/3 cups,cup,0.999693,crumbled,0.992779,Elote,Appetizers & Sides,Cream and Creamy Cheeses,0.6541835069656372,Cheese,"Slices, Shreds, Crumbles",0.0484925471246242,Cheese,"Wedges, Wheels, Loaves, Logs",0.0408885739743709,Cheese
"2 tablespoons TJ’s Avocado Oil, divided",Avocado Oil,0.997538,2.0,2 tablespoons,tablespoon,0.999973,divided,0.999657,Pulled Port Sandwiches,Lunch,Fresh Fruits,0.0818539634346962,Unknown,Cream and Creamy Cheeses,0.0818515643477439,Cheese,Fresh,0.0610312297940254,Unknown
"½ bag TJ’s Organic Coleslaw Kit, tossed with the included salad dressing",Organic Coleslaw Kit,0.997378,0.5,1/2 bags,bag,0.999247,tossed with the included salad dressing,0.837676,Pulled Port Sandwiches,Lunch,Fresh,0.1517087668180465,Unknown,Bagels,0.0590927191078662,Bakery,"Slices, Shreds, Crumbles",0.0365148670971393,Cheese
"1 cup TJ's Honey Sesame Cashews, chopped",Honey Sesame Cashews,0.997416,1.0,1 cup,cup,0.999946,chopped,0.99908,Red Curry Chicken Drumsticks,Dinner,Fresh,0.1529916673898697,Unknown,Bakery,0.0946859344840049,Unknown,Fresh Fruits,0.0906767770648002,Unknown
"1 wheel TJ’s Everything but the Bagel Cheddar Cheese, grated",Everything but the Bagel Cheddar Cheese,0.970816,1.0,1 wheel,wheel,0.999278,grated,0.999722,EBTB Cheddar Cheese Twists,Appetizers & Sides,"Slices, Shreds, Crumbles",0.168743759393692,Cheese,Cream and Creamy Cheeses,0.1572732329368591,Cheese,"Wedges, Wheels, Loaves, Logs",0.1153980046510696,Cheese
"½ package TJ’s Frozen Beef Bulgogi, heated according to package instructions, reserve 1 tablespoon of juices after heating",Frozen Beef Bulgogi,0.997548,0.5,1/2 packages,packages,0.999087,"heated according to package instructions, reserve 1 tablespoon of juices after heating",0.973429,Bulgogi Lettuce Cups,Appetizers & Sides & Lunch,Fresh,0.9387788772583008,Unknown,Yogurt,0.004455579444766,Dairy & Eggs,Cream and Creamy Cheeses,0.0029686135239899,Cheese
"1 head TJ’s Little Gem Lettuce, cored, leaves washed and dried",Little Gem Lettuce,0.998585,1.0,1 head,head,0.999622,"cored, leaves washed and dried",0.998716,Bulgogi Lettuce Cups,Appetizers & Sides & Lunch,Fresh,0.1631055176258087,Unknown,Veggies,0.1325072050094604,Fresh Fruits & Veggies,Fruits,0.0742120072245597,Fresh Fruits & Veggies
"1 bag TJ’s Frozen Jasmine Rice, heated according to package instructions",Frozen Jasmine Rice,0.996615,1.0,1 bag,bag,0.999223,heated according to package instructions,0.998132,Bulgogi Lettuce Cups,Appetizers & Sides & Lunch,Fresh,0.128347560763359,Unknown,Fresh Vegetables,0.1216434016823768,Unknown,"Slices, Shreds, Crumbles",0.045873399823904,Cheese
"1 box TJ’s Chickepea Fusilli Pasta, cooked according to package instructions",Chickepea Fusilli Pasta,0.993876,1.0,1 box,box,0.999727,cooked according to package instructions,0.998152,Antipasto Pasta Salad,Appetizers & Sides & Lunch,Cream and Creamy Cheeses,0.165388286113739,Cheese,Fresh,0.1500245779752731,Unknown,"Slices, Shreds, Crumbles",0.0759322345256805,Cheese
"1 jar TJ’s Marinated Grilled Artichoke Halves, drained",Marinated Grilled Artichoke Halves,0.999161,1.0,1 jar,jar,0.999816,drained,0.998314,Antipasto Pasta Salad,Appetizers & Sides & Lunch,Shellfish,0.1553580611944198,Unknown,Fresh,0.1509339958429336,Unknown,Cooked or Processed,0.0544412843883037,Unknown
1 cup diced TJ’s Red Bell Pepper,Red Bell Pepper,0.996624,1.0,1 cup,cup,0.999505,diced,0.989406,Antipasto Pasta Salad,Appetizers & Sides & Lunch,Fresh,0.3250541985034942,Unknown,Fresh Fruits,0.0551961064338684,Unknown,Spices,0.0533673763275146,For the Pantry
"1 cup TJ’s Jumbo Pitted Greek Kalamata Olive, sliced",Jumbo Pitted Greek Kalamata Olive,0.999313,1.0,1 cup,cup,0.999957,sliced,0.996405,Antipasto Pasta Salad,Appetizers & Sides & Lunch,Fresh,0.1511924713850021,Unknown,"Wedges, Wheels, Loaves, Logs",0.0875880569219589,Cheese,Cream and Creamy Cheeses,0.0868653357028961,Cheese
"1 package (seven sticks) TJ’s Prosciutto Wrapped Fresh Mozzarella Cheese sticks, chopped into bite-sized pieces",Prosciutto Wrapped Fresh Mozzarella Cheese sticks,0.998196,1.0,1 package,package,0.999355,chopped into bite-sized pieces,0.999901,Antipasto Pasta Salad,Appetizers & Sides & Lunch,"Slices, Shreds, Crumbles",0.4152060449123382,Cheese,Cream and Creamy Cheeses,0.1480460613965988,Cheese,Fresh,0.0490843616425991,Unknown
"½-3/4 cups TJ’s Balsamic Vinaigrette, divided",Balsamic Vinaigrette,0.999075,0.5,1/2-3/4 cup,cup,0.999979,divided,0.999668,Antipasto Pasta Salad,Appetizers & Sides & Lunch,Cream and Creamy Cheeses,0.1188811287283897,Cheese,Dressing & Seasoning,0.0820979326963424,"Dips, Sauces & Dressings","Slices, Shreds, Crumbles",0.0726359710097312,Cheese
"1 jar TJ’s Kosher Dill Pickle Chips, drained and pat dry",Kosher Dill Pickle Chips,0.997897,1.0,1 jar,jar,0.999868,drained and pat dry,0.991852,Fried Pickle Chips,Appetizers & Sides,"Chips, Crackers & Crunchy Bites",0.1836392730474472,Snacks & Sweets,Fresh,0.1457093805074691,Unknown,Smoked or Processed,0.0616454072296619,Unknown
"3 tablespoons TJ’s Roasted & Salted Rosemary Marcona Almonds, chopped",Roasted & Salted Rosemary Marcona Almonds,0.987792,3.0,3 tablespoons,tablespoon,0.999916,chopped,0.999497,"Rosemary, Almond, & Olive Oil Sundae",Desserts,Fresh,0.0762290731072425,Unknown,"Slices, Shreds, Crumbles",0.0695187523961067,Cheese,Dressing & Seasoning,0.0686106607317924,"Dips, Sauces & Dressings"
"¼ cup TJ’s Fresh Parsley, roughly chopped",Fresh Parsley,0.995455,0.25,1/4 cups,cup,0.999964,roughly chopped,0.997368,A Simply Splendid Platter of Grilled Sardines,Appetizers & Sides,Fresh,0.6747658252716064,Unknown,Fresh Vegetables,0.0954543948173523,Unknown,"Slices, Shreds, Crumbles",0.0418446734547615,Cheese
"1 cup TJ’s Dry Roasted & Salted Almonds, roughly chopped",Dry Roasted & Salted Almonds,0.985882,1.0,1 cup,cup,0.999892,roughly chopped,0.998294,Cottage Cheesy Lemon Freezy,Desserts,"Nuts, Dried Fruits, Seeds",0.1420022994279861,Snacks & Sweets,Refrigerated Dough,0.1095638647675514,Unknown,Fresh,0.0814919918775558,Unknown
"1 package (1 pound) TJ’s Teeny Tiny Potatoes, sliced into 1-inch rounds",Teeny Tiny Potatoes,0.993958,1.0,1 package,package,0.999358,sliced into 1 inch rounds,0.999918,Lemon Pesto Potato Salad,Appetizers & Sides,Cool Desserts,0.060365255922079,From The Freezer,Fresh,0.0586718581616878,Unknown,Fresh Vegetables,0.0497923046350479,Unknown
"¼ cup finely chopped TJ’s Mint, to serve",Mint,0.997309,0.25,1/4 cups,cup,0.99992,finely chopped,0.999433,Lemon Pesto Potato Salad,Appetizers & Sides,Fresh,0.1214471608400344,Unknown,Bakery,0.0897983238101005,Unknown,Fresh Fruits,0.0559472665190696,Unknown
"1 package TJ’s Fully Cooked Traditional Carnitas, heated according to package instructions, then shredded",Fully Cooked Traditional Carnitas,0.933337,1.0,1 package,package,0.999297,"heated according to package instructions, then shredded",0.993452,Carnitas Quesadilla,Lunch,Cooked or Processed,0.2205597311258316,Unknown,Shellfish,0.0660485625267028,Unknown,"Salads, Soups & Sides",0.0527045466005802,Fresh Prepared Foods
1/2 cup chopped TJ’s Pineapple,Pineapple,0.996533,0.5,1/2 cups,cup,0.999723,chopped,0.995355,Pineapple Parfait,Desserts,Fresh Fruits,0.1461899131536483,Unknown,Fresh,0.0961225554347038,Unknown,Fresh Vegetables,0.0902849212288856,Unknown
"2 tablespoon TJ’s Dry Roasted & Salted Macadamias, coarsely chopped",Dry Roasted & Salted Macadamias,0.992325,2.0,2 tablespoons,tablespoon,0.999947,coarsely chopped,0.997877,Pineapple Parfait,Desserts,Fresh,0.1314267814159393,Unknown,Cooked or Processed,0.0776637196540832,Unknown,"Nuts, Dried Fruits, Seeds",0.0560198947787284,Snacks & Sweets
"1 package TJ’s Organic 3 Grain Tempeh, cut crosswise into 16 equal pieces",Organic 3 Grain Tempeh,0.994766,1.0,1 package,package,0.999868,cut crosswise into 16 equal pieces,0.999895,Tempeh & Cauliflower Stir Fry,Dinner & Lunch,Fresh,0.2320385128259658,Unknown,Smoked or Processed,0.0672491416335105,Unknown,Pastas & Grains,0.0667477399110794,For the Pantry
"4 tablespoons TJ’s Olive Oil, divided",Olive Oil,0.998662,4.0,4 tablespoons,tablespoon,0.999979,divided,0.999538,Tempeh & Cauliflower Stir Fry,Dinner & Lunch,Cream and Creamy Cheeses,0.1225193813443183,Cheese,Fresh,0.0835179612040519,Unknown,Refrigerated Dough,0.072545401751995,Unknown
"1 package TJ’s High Protein Super Firm Organic Tofu, sliced into four cutlets",High Protein Super Firm Organic Tofu,0.999606,1.0,1 package,package,0.999913,sliced into four cutlets,0.999798,Katsu-style Soyaki Tofu,Dinner & Lunch,Plant-based Protein,0.1608332395553589,"Meat, Seafood & Plant-based",Shelf Stable Foods,0.1402151137590408,Unknown,Cream and Creamy Cheeses,0.0662397220730781,Cheese
"1 cup Trader Joe's Organic Tricolor Quinoa, dry",Organic Tricolor Quinoa,0.99954,1.0,1 cup,cup,0.999964,dry,0.416811,Cowboy Quinoa Bake,Dinner,Fresh,0.1417806595563888,Unknown,"Slices, Shreds, Crumbles",0.0985253304243087,Cheese,Smoked or Processed,0.091760441660881,Unknown
"1 1/2 cups TJ's Mexican Blend Shredded Cheese, divided",Mexican Blend Shredded Cheese,0.998434,1.5,1 1/2 cups,cup,0.999935,divided,0.999745,Cowboy Quinoa Bake,Dinner,Cream and Creamy Cheeses,0.76278156042099,Cheese,"Slices, Shreds, Crumbles",0.0473930872976779,Cheese,Fresh Fruits,0.0138729335740208,Unknown
"1 stick TJ’s Salted Butter, melted (see pro-tip)",Salted Butter,0.990018,1.0,1 stick,stick,0.997316,melted,0.991561,Instantly Elevated Brownies,Desserts,Refrigerated Dough,0.1399429440498352,Unknown,Fresh,0.0777328386902809,Unknown,Butter,0.0729279667139053,Dairy & Eggs
"½ cup TJ’s Kalamata Olives, sliced",Kalamata Olives,0.999601,0.5,1/2 cups,cup,0.999978,sliced,0.997427,Quick Couscous & Chickpea Salad,Lunch & Dinner,Cream and Creamy Cheeses,0.2470686137676239,Cheese,"Slices, Shreds, Crumbles",0.07020004093647,Cheese,Fruits,0.050930380821228,Fresh Fruits & Veggies
"1 cup TJ’s Mini Pearl Grape Tomatoes, sliced",Mini Pearl Grape Tomatoes,0.999629,1.0,1 cup,cup,0.999966,sliced,0.998045,Quick Couscous & Chickpea Salad,Lunch & Dinner,Cream and Creamy Cheeses,0.2597525417804718,Cheese,Fresh,0.1086396798491478,Unknown,Fresh Fruits,0.0808669030666351,Unknown
¼ cup chopped TJ’s Fresh Parsley,Fresh Parsley,0.993426,0.25,1/4 cups,cup,0.999776,chopped,0.99241,Quick Couscous & Chickpea Salad,Lunch & Dinner,Fresh,0.6747658252716064,Unknown,Fresh Vegetables,0.0954543948173523,Unknown,"Slices, Shreds, Crumbles",0.0418446734547615,Cheese
"2 sprigs TJ’s Fresh Rosemary, divided",Fresh Rosemary,0.995998,2.0,2 sprigs,sprigs,0.999682,divided,0.999698,Sicilian Tom Collins,Beverages,Fresh,0.6685523390769958,Unknown,Fresh Vegetables,0.0741270706057548,Unknown,Spices,0.0233474243432283,For the Pantry
"2 cloves of TJ’s Garlic, minced",Garlic,0.96301,2.0,2 cloves,cloves,0.988012,minced,0.999365,"Blistered Tomato, Spinach, & Feta Frittata",Breakfast & Lunch,Fresh,0.2446934133768081,Unknown,Spices,0.1264908462762832,For the Pantry,Fresh Vegetables,0.0778389796614646,Unknown
"1 ½ cup TJ’s Organic Sugar Plum Tomatoes, divided",Organic Sugar Plum Tomatoes,0.99888,1.5,1 1/2 cups,cup,0.999955,divided,0.998679,"Blistered Tomato, Spinach, & Feta Frittata",Breakfast & Lunch,Fresh Vegetables,0.1462601125240326,Unknown,Cream and Creamy Cheeses,0.1114768385887146,Cheese,Fresh Fruits,0.085952803492546,Unknown
"A combined ¾ cup of chopped TJ’s Fresh Chives, Basil, Dill, & Parsley, divided","chopped Fresh Chives Basil, Dill, & Parsley",0.656805,0.75,3/4 cups,cup,0.942961,divided,0.995916,"Blistered Tomato, Spinach, & Feta Frittata",Breakfast & Lunch,Fresh,0.8293999433517456,Unknown,"Slices, Shreds, Crumbles",0.0408698543906211,Cheese,Fresh Vegetables,0.0163601841777563,Unknown
"1 block TJ’s Feta Cheese, crumbled and divided",Feta Cheese,0.995739,1.0,1 block,block,0.998847,crumbled and divided,0.999845,"Blistered Tomato, Spinach, & Feta Frittata",Breakfast & Lunch,Cream and Creamy Cheeses,0.7224896550178528,Cheese,"Slices, Shreds, Crumbles",0.0578414909541606,Cheese,Fresh,0.0246319659054279,Unknown
"1 cup TJ’s Unsalted Butter, softened",Unsalted Butter,0.997291,1.0,1 cup,cup,0.999979,softened,0.999846,Matcha Matcha Cupcakes,Desserts,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
2 teaspoons of chopped TJ’s Rosemary,Rosemary,0.901274,2.0,2 teaspoons,teaspoon,0.999602,chopped,0.847506,Crispy Prosciutto Grilled Cheese,Lunch,Spices,0.1287698447704315,For the Pantry,Fresh,0.1129483208060264,Unknown,"Nuts, Dried Fruits, Seeds",0.0485273227095603,Snacks & Sweets
"2 cloves TJ's Garlic, minced",Garlic,0.989111,2.0,2 cloves,cloves,0.993554,minced,0.999365,Spicy Calabrian Chili Pepper Pasta,Dinner,Fresh,0.2446934133768081,Unknown,Spices,0.1264908462762832,For the Pantry,Fresh Vegetables,0.0778389796614646,Unknown
