original_text,name,name_confidence,amount,amount_text,unit,amount_confidence,preparation,preparation_confidence
1 bottle TJ's Canola Oil,Canola Oil,0.999222,1.0,1 bottle,bottle,0.999679,,
"3/4 cup of your favorite filling! Try TJ's Strawberry or Raspberry Preserves, TJ's Cocoa Almond Spread, or TJ's Lemon Curd","your favorite filling! Try Strawberry Raspberry Preserves, Cocoa Almond Spread",0.8386985,0.75,3/4 cups,cup,0.999496,,
Special tool: Piping bag or squeeze bottle,Special tool Piping bag squeeze bottle,0.9608956666666667,,,,,,
6 TJ’s Eggs,Eggs,0.996155,6.0,6,,0.999453,,
2 cups TJ’s Egg Nog,Egg Nog,0.998115,2.0,2 cups,cup,0.999968,,
2 tablespoons TJ’s Organic Brown Sugar,Organic Brown Sugar,0.99882,2.0,2 tablespoons,tablespoon,0.999967,,
"½ teaspoon TJ’s Ground Nutmeg, plus more to serve",Ground Nutmeg,0.986751,0.5,1/2 teaspoons,teaspoon,0.999795,,
1 loaf TJ’s Braided & Sliced Brioche,Braided & Sliced Brioche,0.840572,1.0,1 loaf,loaf,0.998336,,
"Your favorite TJ’s Maple Syrup, to serve",Your favorite Maple Syrup,0.985089,,,,,,
2 cups TJ's Premium Vanilla Ice Cream,Premium Vanilla Ice Cream,0.999368,2.0,2 cups,cup,0.999979,,
"1 tsp TJ's Ground Cinnamon, plus a sprinkle for garnish",Ground Cinnamon,0.994848,1.0,1 tsp,teaspoon,0.999229,,
2 TJ's Cinnamon Sticks,Cinnamon Sticks,0.995611,2.0,2,,0.999576,,
1 cup TJ's Strained Thick & Creamy Plain Greek Yogurt,Strained Thick & Creamy Plain Greek Yogurt,0.997268,1.0,1 cup,cup,0.999964,,
1 teaspoon TJ's Cuban Style Citrusy Garlic Seasoning Blend,Cuban Style Citrusy Garlic Seasoning Blend,0.999756,1.0,1 teaspoon,teaspoon,0.999947,,
1 teaspoon TJ's Smoked Paprika,Smoked Paprika,0.99938,1.0,1 teaspoon,teaspoon,0.999946,,
2 tablespoons juice from a TJ's Lemon,juice from a Lemon,0.997178,2.0,2 tablespoons,tablespoon,0.999959,,
1 1/2-2 pounds TJ's All Natural Chicken Breast Tenders,All Natural Chicken Breast Tenders,0.998008,1.5,1 1/2-2 pound,pound,0.999975,,
"Your favorite TJ's Oil or Oil Spray, for greasing the grill grates",Your favorite Oil Oil Spray,0.7548515,,,,,,
"1 TJ's Persian Cucumber, sliced into thin coins",Persian Cucumber,0.996888,1.0,1,,0.998595,sliced into thin coins,0.999237
1 box (26.5 oz) TJ's Panettone,Panettone,0.9957,1.0,1 box,box,0.998947,,
1 package TJ’s Organic Biscuits,Organic Biscuits,0.999175,1.0,1 package,package,0.999829,,
1 cup finely shredded TJ’s Cotswold® Double Gloucester with Chive and Onion,Cotswold® Double Gloucester with Chive and Onion,0.997856,1.0,1 cup,cup,0.999867,finely shredded,0.99533
3 tablespoons TJ's Chives,Chives,0.997558,3.0,3 tablespoons,tablespoon,0.999949,,
A few small sprigs TJ's Rosemary,Rosemary,0.974213,,few small sprigs,small sprigs,0.968993,,
"1 block TJ's Manchego Cheese, cut into bite-sized cubes",Manchego Cheese,0.997498,1.0,1 block,block,0.999044,cut into bite-sized cubes,0.999919
"1 bag TJ's Shredded Hash Browns, thawed",Shredded Hash Browns,0.999246,1.0,1 bag,bag,0.999664,thawed,0.985693
1 carton TJ's Condensed Cream of Portabella Mushroom Soup,Condensed Cream of Portabella Mushroom Soup,0.955402,1.0,1 carton,carton,0.946911,,
1/2 package (6 ounces) TJ's Shredded Sharp Cheddar,Shredded Sharp Cheddar,0.9963,0.5,1/2 packages,packages,0.999351,,
"6 slices TJ's Fully Cooked Uncured Bacon, prepared according to package instructions then chopped",Fully Cooked Uncured Bacon,0.997402,6.0,6 slices,slices,0.999726,prepared according to package instructions then chopped,0.997851
TJ's Sea Salt & TJ's Pepper,Sea Salt & Pepper,0.963177,,,,,,
"1 bag TJ's Turkey and Stuffing Seasoned Kettle Chips, crushed",Turkey and Stuffing Seasoned Kettle Chips,0.978141,1.0,1 bag,bag,0.994697,crushed,0.99708
TJ's Sour Cream,Sour Cream,0.992217,,,,,,
1 bottle TJ's Triple Ginger Brew (seasonal),Triple Ginger Brew,0.998898,1.0,1 bottle,bottle,0.999512,,
1 cup TJ's 100% Orange Juice,100% Orange Juice,0.994436,1.0,1 cup,cup,0.999956,,
Ice,Ice,0.982379,,,,,,
"1/2 bag TJ's Organic Whole Fresh Cranberries (seasonal), rinsed",Organic Whole Fresh Cranberries,0.998446,0.5,1/2 bags,bag,0.999278,rinsed,0.996794
"3/4 cup TJ's Organic Sugar, divided (for optional step)",Organic Sugar,0.998091,0.75,3/4 cups,cup,0.999952,divided,0.99788
"TJ's Mint, for garnish",Mint,0.995724,,,,,,
"1 TJ's Navel Orange, sliced, for garnish",Navel Orange,0.983199,1.0,1,,0.994537,sliced,0.993072
"1/3 package TJ's Fresh Rosemary, destemmed",Fresh Rosemary,0.997504,0.3333333333333333,1/3 packages,packages,0.999904,destemmed,0.996816
"1/3 package TJ's Fresh Sage, destemmed",Fresh Sage,0.990994,0.3333333333333333,1/3 packages,packages,0.999873,destemmed,0.998091
TJ’s Organic Canola Oil Spray,Organic Canola Oil Spray,0.992682,,,,,,
1 24-ounce bag of frozen TJ’s French Green Beans,frozen French Green Beans,0.998483,1.0,1 bag,bag,0.999718,,
1 bottle TJ’s Sweet Chili Sauce,Sweet Chili Sauce,0.999379,1.0,1 bottle,bottle,0.999436,,
"1 ½ cups TJ’s Dry Roasted & Salted Almonds, chopped",Dry Roasted & Salted Almonds,0.989841,1.5,1 1/2 cups,cup,0.99995,chopped,0.999137
2 tablespoons TJ's Crunchy Chili Onion,Crunchy Chili Onion,0.999505,2.0,2 tablespoons,tablespoon,0.999969,,
1 cup TJ's Whole Milk Vanilla Bean Greek Yogurt,Whole Milk Vanilla Bean Greek Yogurt,0.991829,1.0,1 cup,cup,0.999968,,
"1/4 teaspoon TJ's Pumpkin Pie Spice (seasonal), plus more for sprinkling",Pumpkin Pie Spice,0.999292,0.25,1/4 teaspoons,teaspoon,0.999933,,
"Your favorite TJ's Apple varietal, sliced",Your favorite Apple varietal,0.975598,,,,,sliced,0.996615
1 cup TJ’s Buttermilk Protein Pancake Mix,Buttermilk Protein Pancake Mix,0.998966,1.0,1 cup,cup,0.999977,,
½ cup TJ’s No Sugar Added Dark Chocolate Chips,No Sugar Added Dark Chocolate Chips,0.999577,0.5,1/2 cups,cup,0.999966,,
½ cup sliced TJ’s Strawberries,Strawberries,0.987782,0.5,1/2 cups,cup,0.999658,sliced,0.981928
"1 cup TJ’s Vegan Heavy Whipping Cream Alternative, whipped according to package instructions, or TJ’s Heavy Whipping Cream whipped to soft peak-stage",Vegan Heavy Whipping Cream Alternative Heavy Whipping Cream,0.975836,1.0,1 cup,cup,0.999901,"whipped according to package instructions, whipped to soft peak-stage",0.987942
1 20-ounce package TJ’s Ground Turkey,Ground Turkey,0.998947,1.0,1 package,package,0.999508,,
"½ package TJ’s Capellini pasta, cook according to package instructions",Capellini pasta,0.999314,0.5,1/2 packages,packages,0.999931,cook according to package instructions,0.616855
"1 TJ’s Leek, sliced",Leek,0.991096,1.0,1,,0.999448,sliced,0.998807
"1 pound TJ’s Carrots of Many Colors, thinly sliced on a bias",Carrots of Many Colors,0.999127,1.0,1 pound,pound,0.999959,thinly sliced on a bias,0.999179
"1 ½ cup TJ’s Grower’s Reserve Chardonnay, or your favorite dry white TJ’s wine",Grower’s Reserve Chardonnay your favorite dry white wine,0.968639,1.5,1 1/2 cups,cup,0.999961,,
2 tablespoons fresh TJ’s Thyme leaves,fresh Thyme leaves,0.99515,2.0,2 tablespoons,tablespoon,0.999979,,
1/3 cup TJ’s Clarified Butter,Clarified Butter,0.995133,0.3333333333333333,1/3 cups,cup,0.999969,,
½ bag TJ’s Organic Olive Oil Popcorn,Organic Olive Oil Popcorn,0.99862,0.5,1/2 bags,bag,0.999278,,
Your favorite TJ’s Olive Oil,Your favorite Olive Oil,0.992333,,,,,,
"1/2 TJ’s Organic Polenta, sliced into ½-inch rounds",Organic Polenta,0.99546,0.5,1/2,,0.998125,sliced into 1/2 inch rounds,0.999841
"TJ’s Silver Goat Cheese Log, sliced into 4 ½-inch rounds",Silver Goat Cheese Log,0.997085,,,,,sliced into 4 1/2 inch rounds,0.999902
"1 cup TJ’s Organic Mixed Medley Cherry Tomatoes, sliced in half",Organic Mixed Medley Cherry Tomatoes,0.999765,1.0,1 cup,cup,0.999942,sliced in half,0.99797
"1 TJ’s Red Bell Pepper, cut into strips",Red Bell Pepper,0.994417,1.0,1,,0.998775,cut into strips,0.999669
A few shakes of TJ’s 21 Seasoning Salute,21 Seasoning Salute,0.865054,,few shakes,shakes,0.706348,,
1 jar of TJ’s Enchilada Sauce,Enchilada Sauce,0.994212,1.0,1 jar,jar,0.999528,,
8 of TJ’s Carb Savvy Tortillas,Carb Savvy Tortillas,0.99214,8.0,8,,0.964459,,
"1 can TJ’s Black Beans, drained",Black Beans,0.999076,1.0,1 can,can,0.999867,drained,0.996357
1 bag TJ’s Shredded 3 Cheese Blend,Shredded 3 Cheese Blend,0.851799,1.0,1 bag,bag,0.999759,,
"TJ’s Jalapeño Sauce, optional",Jalapeño Sauce,0.998485,,,,,,
2 TJ’s String Cheese sticks,String Cheese sticks,0.988453,2.0,2,,0.992889,,
¼ cup TJ’s Fresh Strawberry Preserves,Fresh Strawberry Preserves,0.988515,0.25,1/4 cups,cup,0.999966,,
Your favorite TJ’ Olive Oil,Your favorite TJ’ Olive Oil,0.992333,,,,,,
"1 TJ’s Gluten Free Baguette, cut into ½-inch slices",Gluten Free Baguette,0.993638,1.0,1,,0.997332,cut into 1/2 inch slices,0.99993
1 package TJ’s Pre-Sliced Fresh Mozzarella Cheese Log,Pre-Sliced Fresh Mozzarella Cheese Log,0.999758,1.0,1 package,package,0.999876,,
1 tub TJ’s Chimichurri Sauce,Chimichurri Sauce,0.999138,1.0,1 tub,tub,0.999864,,
"1 7-ounce tube of TJ’s Almond Paste, broken up into pieces",Almond Paste,0.979183,1.0,1,,0.999967,broken up into pieces,0.999787
1/2 cup TJ’s Blanched Almond Flour,Blanched Almond Flour,0.999264,0.5,1/2 cups,cup,0.999976,,
Egg white from 1 TJ’s Egg,Egg white from 1 Egg,0.86191,,,,,,
½ cup TJ’s Raw Sliced Almonds,Raw Sliced Almonds,0.997117,0.5,1/2 cups,cup,0.999979,,
"½ cup TJ’s Dark Chocolate, chopped and melted",Dark Chocolate,0.998983,0.5,1/2 cups,cup,0.999966,chopped and melted,0.99876
"1-2 TJ’s Delicata Squash (depending on size), sliced in half lengthwise, seeds removed",Delicata Squash,0.991342,1.0,1-2,,0.991446,"sliced in half lengthwise, seeds removed",0.999188
1 bag TJ’s Mushroom Risotto,Mushroom Risotto,0.99949,1.0,1 bag,bag,0.999885,,
1/3 cup TJ’s Unsalted Dry Toasted Pecan Pieces,Unsalted Dry Toasted Pecan Pieces,0.992147,0.3333333333333333,1/3 cups,cup,0.999966,,
1/3 cup TJ’s Sweetened Dried Cranberries,Sweetened Dried Cranberries,0.999316,0.3333333333333333,1/3 cups,cup,0.999976,,
"1/2 cup grated TJ’s Black Pepper Toscano Cheese, divided",Black Pepper Toscano Cheese,0.994108,0.5,1/2 cups,cup,0.999771,"grated, divided",0.997829
TJ’s Glaze,Glaze,0.997451,,,,,,
1 TJ's Organic French Baguette,Organic French Baguette,0.993068,1.0,1,,0.991189,,
TJ's Pizza Sauce,Pizza Sauce,0.998339,,,,,,
TJ's Pizza Seasoned Shredded Toscano Cheese,Pizza Seasoned Shredded Toscano Cheese,0.997764,,,,,,
TJ's Sliced Uncured Pepperoni,Sliced Uncured Pepperoni,0.982746,,,,,,
5 ounces TJ's Spiced Cider (seasonal),Spiced Cider,0.998285,5.0,5 ounces,ounce,0.999901,,
1.5 ounces (1 shot) of your favorite TJ's Bourbon Whiskey,your favorite Bourbon Whiskey,0.934915,1.5,1.5 ounces,ounce,0.999344,,
1 TJ's Mandarin,Mandarin,0.997635,1.0,1,,0.999263,,
"1 TJ's Organic Cinnamon Stick, for garnish (optional)",Organic Cinnamon Stick,0.988673,1.0,1,,0.99642,,
"1 package TJ’s Wild Caught Cod Fillets, about 1 to 1 ½ pounds",Wild Caught Cod Fillets,0.999199,1.0,1 package,package,0.999854,,
"1 sleeve TJ’s Golden Rounds Crackers, crushed",sleeve Golden Rounds Crackers,0.997675,1.0,1,,0.997547,crushed,0.99798
1 ½ tablespoons TJ’s Aglio Olio Garlicky & Spicy Seasoning Blend,Aglio Olio Garlicky & Spicy Seasoning Blend,0.987829,1.5,1 1/2 tablespoons,tablespoon,0.999946,,
2 teaspoons TJ’s Organic Maple Butter,Organic Maple Butter,0.999698,2.0,2 teaspoons,teaspoon,0.999959,,
1-2 cranks TJ’s Sea Salt,cranks Sea Salt,0.922405,1.0,1-2,,0.998975,,
"1 package TJ’s 10 Minute Farro, cooked according to package instructions",10 Minute Farro,0.986623,1.0,1 package,package,0.999866,cooked according to package instructions,0.998101
"1 package TJ’s Sweet Italian Chicken Sausage, casings removed",Sweet Italian Chicken Sausage,0.998882,1.0,1 package,package,0.999824,casings removed,0.996511
"TJ’s Organic Ground Black Pepper, to taste",Organic Ground Black Pepper,0.997303,,,,,,
"TJ’s Grated Parmesan Cheese, to serve",Grated Parmesan Cheese,0.878995,,,,,,
"2 TJ’s Granny Smith Apples, thinly sliced",Granny Smith Apples,0.996113,2.0,2,,0.997757,thinly sliced,0.998253
3 generous spoonfuls of TJ’s Fleur de Sel Caramel Sauce,generous spoonfuls of Fleur de Sel Caramel Sauce,0.948343,3.0,3,,0.991738,,
"4 TJ’s Graham Cracker Squares, crushed",Graham Cracker Squares,0.996996,4.0,4,,0.999366,crushed,0.999005
"1/3 cup TJ’s Roasted & Unsalted Peanuts, chopped",Roasted & Unsalted Peanuts,0.990214,0.3333333333333333,1/3 cups,cup,0.999955,chopped,0.999555
1 1/2 - 2 pounds TJ’s Cut Butternut Squash,Cut Butternut Squash,0.999864,1.5,1 1/2-2 pound,pound,0.999974,,
3 tablespoons TJ’s Maple Syrup,Maple Syrup,0.999599,3.0,3 tablespoons,tablespoon,0.999967,,
3 teaspoons TJ’s Salt,Salt,0.993763,3.0,3 teaspoons,teaspoon,0.999976,,
½ cup TJ’s Raw California Walnut Baking Pieces,Raw California Walnut Baking Pieces,0.998439,0.5,1/2 cups,cup,0.999963,,
"½ stick TJ’s Unsalted Butter Quarters, chopped into cubes",Unsalted Butter Quarters,0.997004,0.5,1/2 sticks,sticks,0.999721,chopped into cubes,0.999688
"1 package TJ’s Mashed Sweet Potatoes, prepared according to package instructions",Mashed Sweet Potatoes,0.998297,1.0,1 package,package,0.999751,prepared according to package instructions,0.992788
"½ cup Sweet and Spicy Pecans, chopped",Sweet and Spicy Pecans,0.763194,0.5,1/2 cups,cup,0.999947,chopped,0.999287
"1 16-ounce bag TJ’s Farfalle Pasta, cooked according to package instructions, then rinse with cold water",Farfalle Pasta,0.997811,1.0,1 bag,bag,0.999726,"cooked according to package instructions, then rinse with cold water",0.998903
"1 bag TJ’s Organic Super Sweet Cut Corn, thawed from frozen",Organic Super Sweet Cut Corn,0.997057,1.0,1 bag,bag,0.999239,thawed from frozen,0.738202
¾ cups TJ’s Low Sodium Soy Sauce,Low Sodium Soy Sauce,0.999772,0.75,3/4 cups,cup,0.999976,,
2 tablespoons TJ’s Rice Vinegar,Rice Vinegar,0.999537,2.0,2 tablespoons,tablespoon,0.99997,,
6 TJ’s Organic Pasture Raised Large Brown Eggs,Organic Pasture Raised Large Brown Eggs,0.996957,6.0,6,,0.997855,,
TJ's Sriracha Sauce,Sriracha Sauce,0.996858,,,,,,
TJ's Nori Komi Furikake Japanese Multi-Purpose Seasoning,Nori Komi Furikake Japanese Multi-Purpose Seasoning,0.997137,,,,,,
2 TJ’s Hamburger Buns,Hamburger Buns,0.996098,2.0,2,,0.998375,,
4 TJ’s Ground Beef Patties 80% Lean/20% Fat,Ground Beef Patties 80% Lean 20% Fat,0.715117,4.0,4,,0.990096,,
2 TJ’s Organic American Singles,Organic American Singles,0.978009,2.0,2,,0.999647,,
TJ’s Organic Ketchup,Organic Ketchup,0.997397,,,,,,
1 bag TJ’s Fire Roasted Peppers & Onions,Fire Roasted Peppers & Onions,0.995835,1.0,1 bag,bag,0.999793,,
1 bag TJ’s Grilled Chicken Strips,Grilled Chicken Strips,0.999286,1.0,1 bag,bag,0.99988,,
Your favorite TJ’s Oil Spray,Your favorite Oil Spray,0.983109,,,,,,
"2-3 pouches TJ’s Frozen Organic Jasmine Rice, prepared according to package instructions",pouches Frozen Organic Jasmine Rice,0.928254,2.0,2-3,,0.991255,prepared according to package instructions,0.991536
2 cups TJ's Frozen Strawberries,Frozen Strawberries,0.998973,2.0,2 cups,cup,0.999929,,
2 scoops TJ's Organic Hemp Vanilla Protein Powder,Organic Hemp Vanilla Protein Powder,0.992503,2.0,2 scoops,scoops,0.996771,,
"1 TJ's Banana, peeled",Banana,0.995155,1.0,1,,0.999564,peeled,0.997147
1/2 cup TJ's Organic Unsweetened Vanilla Almond Beverage,Organic Unsweetened Vanilla Almond Beverage,0.998512,0.5,1/2 cups,cup,0.999921,,
"2 tablespoons TJ's Peanut Butter with Honey, plus more for drizzling",Peanut Butter with Honey,0.997905,2.0,2 tablespoons,tablespoon,0.999914,,
Handful TJ's Peanut Butter Protein Granola,Peanut Butter Protein Granola,0.987037,,Handful,Handful,0.966473,,
"Handful TJ's Fresh Strawberries, hulled & thinly sliced, for garnish (optional)",Fresh Strawberries,0.876121,,Handful,Handful,0.927726,hulled & thinly sliced,0.98088
1 package TJ’s Speculoos Cookies,Speculoos Cookies,0.999344,1.0,1 package,package,0.999937,,
"1 TJ’s Chocolate Brooklyn Babka, chopped into bite-sized pieces",Chocolate Brooklyn Babka,0.99039,1.0,1,,0.997925,chopped into bite-sized pieces,0.999924
"1/2 bag TJ’s Double Chocolate Wafer Cookies, crushed, plus a few whole cookies to garnish",Double Chocolate Wafer Cookies,0.999317,0.5,1/2 bags,bag,0.999504,crushed,0.996988
¼ cup TJ’s Almond Chipotle Dip,Almond Chipotle Dip,0.999593,0.25,1/4 cups,cup,0.999958,,
2 TJ’s Brioche Hot Dog Buns,Brioche Hot Dog Buns,0.995984,2.0,2,,0.997625,,
4 slices TJ’s Organic American Singles Cheese,Organic American Singles Cheese,0.999359,4.0,4 slices,slices,0.999774,,
"TJ’s Habanero Hot Sauce, to serve",Habanero Hot Sauce,0.997196,,,,,,
1 bag TJ’s Organic Riced Cauliflower,Organic Riced Cauliflower,0.99852,1.0,1 bag,bag,0.999645,,
1/3 cup grated TJ’s Parmesan Cheese,Parmesan Cheese,0.99634,0.3333333333333333,1/3 cups,cup,0.99969,grated,0.994837
1 tub TJ’s Stracciatella Burrata Filling,Stracciatella Burrata Filling,0.998994,1.0,1 tub,tub,0.999897,,
A few TJ’s Frozen Strawberries,A few Frozen Strawberries,0.958053,,,,,,
"TJ’ Sea Salt, to taste",TJ’ Sea Salt,0.992903,,,,,,
"1 TJ’s Ciabatta Demi Baguette, sliced into rounds and toasted",Ciabatta Demi Baguette,0.992313,1.0,1,,0.997818,sliced into rounds and toasted,0.999966
¼ cup TJ’s Organic Mayonnaise,Organic Mayonnaise,0.998561,0.25,1/4 cups,cup,0.999951,,
"4 ears TJ’s Fresh Corn on the Cob, husks and silks removed",Fresh Corn on the Cob,0.982467,4.0,4 ears,ears,0.996915,husks and silks removed,0.997387
"Chopped TJ’s Fresh Cilantro, for garnish",Fresh Cilantro,0.95166,,,,,Chopped,0.977157
"2 TJ’s Portabella Mushrooms (12659), cleaned and thinly sliced",Portabella Mushrooms,0.997757,2.0,2,,0.99877,cleaned and thinly sliced,0.999712
"1/2 TJ’s Yellow onion, thinly sliced",Yellow onion,0.996421,0.5,1/2,,0.999197,thinly sliced,0.998534
½ cup of your favorite TJ’s Barbecue Sauce,your favorite Barbecue Sauce,0.985762,0.5,1/2 cups,cup,0.999888,,
2 TJ’s Brioche Hamburger Bun,Brioche Hamburger Bun,0.998498,2.0,2,,0.998889,,
"½ bag TJ’s Organic Coleslaw Kit, tossed with the included salad dressing",Organic Coleslaw Kit,0.997378,0.5,1/2 bags,bag,0.999247,tossed with the included salad dressing,0.837676
1 jar TJ’s Thai Style Red Curry Sauce,Thai Style Red Curry Sauce,0.99913,1.0,1 jar,jar,0.99981,,
1 1/2 pounds TJ's All Natural Chicken Drumsticks,All Natural Chicken Drumsticks,0.998306,1.5,1 1/2 pounds,pound,0.999985,,
"1 cup TJ's Honey Sesame Cashews, chopped",Honey Sesame Cashews,0.997416,1.0,1 cup,cup,0.999946,chopped,0.99908
"A handful of chopped TJ’s Green Onions, to garnish",Green Onions,0.8939,,handful,handful,0.989343,chopped,0.664142
"1 wheel TJ’s Everything but the Bagel Cheddar Cheese, grated",Everything but the Bagel Cheddar Cheese,0.970816,1.0,1 wheel,wheel,0.999278,grated,0.999722
3 tablespoons TJ’s Gochujang Paste,Gochujang Paste,0.999135,3.0,3 tablespoons,tablespoon,0.999968,,
"½ package TJ’s Frozen Beef Bulgogi, heated according to package instructions, reserve 1 tablespoon of juices after heating",Frozen Beef Bulgogi,0.997548,0.5,1/2 packages,packages,0.999087,"heated according to package instructions, reserve 1 tablespoon of juices after heating",0.973429
"1 head TJ’s Little Gem Lettuce, cored, leaves washed and dried",Little Gem Lettuce,0.998585,1.0,1 head,head,0.999622,"cored, leaves washed and dried",0.998716
"1 bag TJ’s Frozen Jasmine Rice, heated according to package instructions",Frozen Jasmine Rice,0.996615,1.0,1 bag,bag,0.999223,heated according to package instructions,0.998132
"TJ’s Kimchi, to serve",Kimchi,0.993264,,,,,,
"1 box TJ’s Chickepea Fusilli Pasta, cooked according to package instructions",Chickepea Fusilli Pasta,0.993876,1.0,1 box,box,0.999727,cooked according to package instructions,0.998152
"1 jar TJ’s Marinated Grilled Artichoke Halves, drained",Marinated Grilled Artichoke Halves,0.999161,1.0,1 jar,jar,0.999816,drained,0.998314
"1 cup TJ’s Jumbo Pitted Greek Kalamata Olive, sliced",Jumbo Pitted Greek Kalamata Olive,0.999313,1.0,1 cup,cup,0.999957,sliced,0.996405
¾ cup TJ’s Unbleached All-Purpose Flour,Unbleached All-Purpose Flour,0.999392,0.75,3/4 cups,cup,0.999977,,
3 tablespoon TJ’s Ranch Seasoning Blend,Ranch Seasoning Blend,0.99968,3.0,3 tablespoons,tablespoon,0.999968,,
"1 jar TJ’s Kosher Dill Pickle Chips, drained and pat dry",Kosher Dill Pickle Chips,0.997897,1.0,1 jar,jar,0.999868,drained and pat dry,0.991852
¼ cup TJ’s Organic Canola Oil,Organic Canola Oil,0.998993,0.25,1/4 cups,cup,0.999942,,
"TJ’s Buttermilk Ranch Dressing, for dipping",Buttermilk Ranch Dressing,0.994372,,,,,,
